Store,Dept,Date,Weekly_Sales
1,3,2013-04-12,9280.696162597422
1,3,2013-04-19,9874.655585970382
1,3,2013-04-26,9505.270521260103
1,3,2013-05-03,10203.70991312729
1,3,2013-05-10,10035.36590896452
1,3,2013-05-17,10133.213272203964
1,3,2013-05-24,9649.798693084267
1,3,2013-05-31,9244.095292329985
1,3,2013-06-07,9754.96313144494
1,3,2013-06-14,9873.614834941352
1,3,2013-06-21,9377.848072447588
1,3,2013-06-28,9330.991810150223
1,3,2013-07-05,10330.887433267395
1,3,2013-07-12,12479.137569411709
1,3,2013-07-19,14912.477681331875
1,3,2013-07-26,14892.41044657394
1,4,2012-11-02,39127.10557997359
1,4,2012-11-09,38610.470855180116
1,4,2012-11-16,37769.39257515696
1,4,2012-11-23,42943.1306285966
1,4,2012-11-30,38711.463640523165
1,4,2012-12-07,39552.95722793901
1,4,2012-12-14,39344.42965798684
1,4,2012-12-21,44160.2304846382
1,4,2012-12-28,35267.62245186454
1,4,2013-01-04,38876.66358996687
1,4,2013-01-11,35747.20434451135
1,4,2013-01-18,35421.258548863756
1,4,2013-01-25,35022.16204397835
1,4,2013-02-01,40178.638141137395
1,4,2013-02-08,41633.733738280134
1,4,2013-02-15,39120.83170718864
1,4,2013-02-22,37726.75603885471
1,4,2013-03-01,37520.21470783863
1,4,2013-03-08,38917.067496817595
1,4,2013-03-15,38525.634935044756
1,4,2013-03-22,39905.48386089291
1,4,2013-03-29,39994.00421487032
1,4,2013-04-05,39922.823797554534
1,4,2013-04-12,36528.88714521433
1,4,2013-04-19,37473.56610277808
1,4,2013-04-26,36087.2635186151
1,4,2013-05-03,39437.99680292905
1,4,2013-05-10,36019.41827996574
1,4,2013-05-17,37461.86532648116
1,4,2013-05-24,38667.28305898029
1,4,2013-05-31,38934.87561111267
1,4,2013-06-07,39617.74916964661
1,4,2013-06-14,39971.32075311175
1,4,2013-06-21,38360.558856436124
1,4,2013-06-28,37919.944146528316
1,4,2013-07-05,43776.592109579244
1,4,2013-07-12,37900.54441912327
1,4,2013-07-19,37764.97540222462
1,4,2013-07-26,35286.45450053537
1,5,2012-11-02,30537.136541649706
1,5,2012-11-09,30503.21823110083
1,5,2012-11-16,25897.58720334332
1,5,2012-11-23,78121.59401911727
1,5,2012-11-30,30064.654424156008
1,5,2012-12-07,36122.01214911831
1,5,2012-12-14,36356.55807932037
1,5,2012-12-21,45289.26251799507
1,5,2012-12-28,29693.382036969313
1,5,2013-01-04,24415.968507571146
1,5,2013-01-11,21947.42551000567
1,5,2013-01-18,22653.67743873556
1,5,2013-01-25,22672.29700536701
1,5,2013-02-01,27786.581347123087
1,5,2013-02-08,35434.906686744405
1,5,2013-02-15,39710.90893178287
1,5,2013-02-22,28918.85788677077
1,5,2013-03-01,27319.638118427625
1,5,2013-03-08,25393.332336777927
1,5,2013-03-15,28239.057331863438
1,5,2013-03-22,27007.21873958737
1,5,2013-03-29,25829.54962818148
1,5,2013-04-05,25459.24720555693
1,5,2013-04-12,22409.13026265132
1,5,2013-04-19,21786.22876198811
1,5,2013-04-26,21757.126105274
1,5,2013-05-03,22619.949239198362
1,5,2013-05-10,22076.907260786516
1,5,2013-05-17,22941.816710369414
1,5,2013-05-24,21794.749054746164
1,5,2013-05-31,22014.256710213605
1,5,2013-06-07,25011.05736770691
1,5,2013-06-14,24778.247413381585
1,5,2013-06-21,24967.847771241344
1,5,2013-06-28,22561.19952256488
1,5,2013-07-05,22756.41525254037
1,5,2013-07-12,21072.955491465153
1,5,2013-07-19,21780.966375099575
1,5,2013-07-26,19603.34548533122
1,6,2012-11-02,4817.039469892388
1,6,2012-11-09,3691.446963092275
1,6,2012-11-16,3284.7810295107984
1,6,2012-11-23,13745.273344385852
1,6,2012-11-30,3834.1831563380897
1,6,2012-12-07,4830.529555406481
1,6,2012-12-14,5841.976574605516
1,6,2012-12-21,10174.988220423145
1,6,2012-12-28,4353.97408715759
1,6,2013-01-04,3310.5270317045315
1,6,2013-01-11,2933.727058127195
1,6,2013-01-18,3238.1834210054235
1,6,2013-01-25,3026.1676077754714
1,6,2013-02-01,3774.1697039768287
1,6,2013-02-08,5525.312615773731
1,6,2013-02-15,4380.6591079632
1,6,2013-02-22,3934.195480280333
1,6,2013-03-01,4788.632025385032
1,6,2013-03-08,3970.6512906559233
1,6,2013-03-15,3857.776936982261
1,6,2013-03-22,3627.894442178951
1,6,2013-03-29,4157.327951003168
1,6,2013-04-05,3996.7547348355956
1,6,2013-04-12,4003.334411960951
1,6,2013-04-19,3381.846925361783
1,6,2013-04-26,3521.7504286764643
1,6,2013-05-03,4027.917558625311
1,6,2013-05-10,3698.754435449452
1,6,2013-05-17,4899.620192945342
1,6,2013-05-24,3739.077535702664
1,6,2013-05-31,3338.21505067672
1,6,2013-06-07,4116.241758707411
1,6,2013-06-14,3995.7190942349416
1,6,2013-06-21,4157.106367091079
1,6,2013-06-28,4174.281272933707
1,6,2013-07-05,3150.8695564693066
1,6,2013-07-12,3253.910747795996
1,6,2013-07-19,3523.1813712316257
1,6,2013-07-26,3226.801519857209
1,7,2012-11-02,24729.814025434705
1,7,2012-11-09,26611.018749679268
1,7,2012-11-16,22471.107150402575
1,7,2012-11-23,69067.08196842762
1,7,2012-11-30,30646.520170478074
1,7,2012-12-07,37252.666890632434
1,7,2012-12-14,45577.315420115425
1,7,2012-12-21,54122.04641360672
1,7,2012-12-28,29819.355015222627
1,7,2013-01-04,15986.191758800553
1,7,2013-01-11,13767.918846185119
1,7,2013-01-18,15308.675689713422
1,7,2013-01-25,17147.318881614745
1,7,2013-02-01,21133.86149873425
1,7,2013-02-08,24165.013722734184
1,7,2013-02-15,21344.703129516176
1,7,2013-02-22,20828.037379282214
1,7,2013-03-01,20376.220736129857
1,7,2013-03-08,21432.089230746336
1,7,2013-03-15,23448.84498443459
1,7,2013-03-22,22651.964028136368
1,7,2013-03-29,22738.060741844045
1,7,2013-04-05,23845.7078194791
1,7,2013-04-12,21724.524369501385
1,7,2013-04-19,21535.932535341148
1,7,2013-04-26,21064.996501809615
1,7,2013-05-03,22292.22167940963
1,7,2013-05-10,22159.333973149227
1,7,2013-05-17,21799.21134043515
1,7,2013-05-24,27045.938549061575
1,7,2013-05-31,27204.28335587916
1,7,2013-06-07,26692.987469418687
1,7,2013-06-14,25528.417740850535
1,7,2013-06-21,24318.636225493323
1,7,2013-06-28,23012.196193343185
1,7,2013-07-05,26978.02789376126
1,7,2013-07-12,19266.72756705821
1,7,2013-07-19,19122.543944321857
1,7,2013-07-26,18969.309797151218
1,8,2012-11-02,38865.55413913363
1,8,2012-11-09,38042.35002607037
1,8,2012-11-16,35873.74955023945
1,8,2012-11-23,36999.752669346795
1,8,2012-11-30,37964.856505503325
1,8,2012-12-07,40069.40777718522
1,8,2012-12-14,38900.47459514483
1,8,2012-12-21,41136.42516539575
1,8,2012-12-28,33054.746077600634
1,8,2013-01-04,36298.538617527585
1,8,2013-01-11,35135.42143977109
1,8,2013-01-18,36186.781513651236
1,8,2013-01-25,35415.20230783078
1,8,2013-02-01,41219.65440589773
1,8,2013-02-08,41490.31256201584
1,8,2013-02-15,40982.51387863104
1,8,2013-02-22,40149.44298594838
1,8,2013-03-01,39746.616391806514
1,8,2013-03-08,38690.83137535467
1,8,2013-03-15,39381.42623673774
1,8,2013-03-22,40110.80379302362
1,8,2013-03-29,41190.014361523405
1,8,2013-04-05,41103.072477503534
1,8,2013-04-12,37745.6481516378
1,8,2013-04-19,38785.577735219405
1,8,2013-04-26,37876.26953123261
1,8,2013-05-03,39999.965580968805
1,8,2013-05-10,38268.50199470845
1,8,2013-05-17,39759.53388893918
1,8,2013-05-24,41017.79947444708
1,8,2013-05-31,39747.748441529046
1,8,2013-06-07,39541.27747355363
1,8,2013-06-14,40582.19694329605
1,8,2013-06-21,39522.70558283762
1,8,2013-06-28,38953.24985345074
1,8,2013-07-05,43212.4257199273
1,8,2013-07-12,37248.232261669364
1,8,2013-07-19,37965.29407941557
1,8,2013-07-26,36654.545367348794
1,9,2012-11-02,47148.628057805225
1,9,2012-11-09,39947.78878067869
1,9,2012-11-16,33545.49053115577
1,9,2012-11-23,44223.33286076349
1,9,2012-11-30,30698.869412515083
1,9,2012-12-07,35862.08137711212
1,9,2012-12-14,37389.44663450516
1,9,2012-12-21,45544.22808146072
1,9,2012-12-28,30835.16063257624
1,9,2013-01-04,26053.842361136056
1,9,2013-01-11,23452.05010984322
1,9,2013-01-18,23014.774043337296
1,9,2013-01-25,24462.692832960318
1,9,2013-02-01,31041.160665788993
1,9,2013-02-08,33281.33094502536
1,9,2013-02-15,34630.50523789965
1,9,2013-02-22,34400.4587622115
1,9,2013-03-01,37674.79225127347
1,9,2013-03-08,35494.32488279861
1,9,2013-03-15,42529.24750655894
1,9,2013-03-22,41914.323376280336
1,9,2013-03-29,48715.630107809906
1,9,2013-04-05,41338.8227617481
1,9,2013-04-12,36092.217296040675
1,9,2013-04-19,35930.934371402655
1,9,2013-04-26,36071.31821861837
1,9,2013-05-03,36702.951886065166
1,9,2013-05-10,33938.51857923881
1,9,2013-05-17,33821.45977404861
1,9,2013-05-24,36554.83403022562
1,9,2013-05-31,37523.10930347913
1,9,2013-06-07,35723.6422045035
1,9,2013-06-14,37712.0171531558
1,9,2013-06-21,35796.5464725183
1,9,2013-06-28,32141.2084205739
1,9,2013-07-05,39940.111690996666
1,9,2013-07-12,27333.3857501738
1,9,2013-07-19,29563.254773813984
1,9,2013-07-26,28719.4835579192
1,10,2012-11-02,30900.061421633072
1,10,2012-11-09,32135.6312838124
1,10,2012-11-16,28505.906772624796
1,10,2012-11-23,31972.157901740422
1,10,2012-11-30,31914.354698106556
1,10,2012-12-07,31797.72739643428
1,10,2012-12-14,30674.10342449567
1,10,2012-12-21,30857.623152899883
1,10,2012-12-28,26191.33888021044
1,10,2013-01-04,29454.797527872684
1,10,2013-01-11,25816.202170078956
1,10,2013-01-18,26706.758544866916
1,10,2013-01-25,26047.52413464616
1,10,2013-02-01,32505.548386458144
1,10,2013-02-08,36390.987804130884
1,10,2013-02-15,37028.975044657505
1,10,2013-02-22,34019.734156050625
1,10,2013-03-01,32590.608223313502
1,10,2013-03-08,32420.54144074099
1,10,2013-03-15,32925.78874767541
1,10,2013-03-22,34510.32509773216
1,10,2013-03-29,36326.17792935224
1,10,2013-04-05,32906.352399806434
1,10,2013-04-12,29038.036564960905
1,10,2013-04-19,30736.080022224327
1,10,2013-04-26,29120.3821685803
1,10,2013-05-03,32351.924225273327
1,10,2013-05-10,30693.90948488463
1,10,2013-05-17,30519.511926177613
1,10,2013-05-24,33641.36424691561
1,10,2013-05-31,34328.116882041286
1,10,2013-06-07,33412.28515742583
1,10,2013-06-14,32404.47056250876
1,10,2013-06-21,32154.83745715591
1,10,2013-06-28,31482.933999088054
1,10,2013-07-05,37089.66048029923
1,10,2013-07-12,29762.77872729831
1,10,2013-07-19,28912.573973420192
1,10,2013-07-26,28509.392216225322
1,11,2012-11-02,25381.23818309018
1,11,2012-11-09,23446.23348888647
1,11,2012-11-16,21815.230494540076
1,11,2012-11-23,26967.48475309465
1,11,2012-11-30,29825.70219344106
1,11,2012-12-07,32866.30533951458
1,11,2012-12-14,26555.768125626128
1,11,2012-12-21,27817.974028389857
1,11,2012-12-28,21575.44606151648
1,11,2013-01-04,24242.323151786837
1,11,2013-01-11,23095.61718992127
1,11,2013-01-18,21698.33528131155
1,11,2013-01-25,20573.29441948823
1,11,2013-02-01,23080.46028221359
1,11,2013-02-08,26207.595891349196
1,11,2013-02-15,25332.48798662627
1,11,2013-02-22,23842.467746211827
1,11,2013-03-01,23204.39801906782
1,11,2013-03-08,23211.722870565936
1,11,2013-03-15,25349.861990474514
1,11,2013-03-22,25673.02833384987
1,11,2013-03-29,25284.54927640401
1,11,2013-04-05,25350.093239767848
1,11,2013-04-12,22467.67632012268
1,11,2013-04-19,23420.61206773623
1,11,2013-04-26,21829.091369951497
1,11,2013-05-03,26192.09145700397
1,11,2013-05-10,25624.897360702882
1,11,2013-05-17,23727.64341163855
1,11,2013-05-24,26630.22586819384
1,11,2013-05-31,28256.454289914684
1,11,2013-06-07,30172.91364010938
1,11,2013-06-14,26785.971832484916
1,11,2013-06-21,26180.458741458075
1,11,2013-06-28,32412.351944642025
1,11,2013-07-05,32435.383675294113
1,11,2013-07-12,24565.49607289875
1,11,2013-07-19,25149.89831772445
1,11,2013-07-26,26412.962078579774
1,12,2012-11-02,9598.332373911908
1,12,2012-11-09,9947.796996063618
1,12,2012-11-16,9213.55867558574
1,12,2012-11-23,8983.039494011988
1,12,2012-11-30,8503.81306829319
1,12,2012-12-07,9092.527068933534
1,12,2012-12-14,8900.644849702792
1,12,2012-12-21,9310.131883144368
1,12,2012-12-28,8038.249474764584
1,12,2013-01-04,8138.593574469374
1,12,2013-01-11,8316.913548882341
1,12,2013-01-18,8984.822382554226
1,12,2013-01-25,8592.644646245331
1,12,2013-02-01,9831.266603412694
1,12,2013-02-08,10434.491875176456
1,12,2013-02-15,10154.00263064226
1,12,2013-02-22,10518.616150447264
1,12,2013-03-01,10151.237844334173
1,12,2013-03-08,10521.721898669683
1,12,2013-03-15,10856.255318857086
1,12,2013-03-22,10950.86455822418
1,12,2013-03-29,10870.651467935546
1,12,2013-04-05,9938.079345501377
1,12,2013-04-12,9709.688424989687
1,12,2013-04-19,10439.215765971967
1,12,2013-04-26,10193.329221898512
1,12,2013-05-03,10335.790327572711
1,12,2013-05-10,10031.49335507484
1,12,2013-05-17,10034.936988978705
1,12,2013-05-24,10995.122928378612
1,12,2013-05-31,10092.613159406837
1,12,2013-06-07,9834.84901765686
1,12,2013-06-14,10489.956143195215
1,12,2013-06-21,9544.985497851747
1,12,2013-06-28,10400.841803117317
1,12,2013-07-05,11663.916240493927
1,12,2013-07-12,9058.810823947095
1,12,2013-07-19,10300.852743133277
1,12,2013-07-26,9502.86381974528
1,13,2012-11-02,42571.440904906274
1,13,2012-11-09,40225.598049085296
1,13,2012-11-16,38160.76416199317
1,13,2012-11-23,39682.6426968396
1,13,2012-11-30,39279.040744705664
1,13,2012-12-07,39891.6046765451
1,13,2012-12-14,38969.144245865136
1,13,2012-12-21,39298.441569715156
1,13,2012-12-28,34335.765383709804
1,13,2013-01-04,40035.19702437412
1,13,2013-01-11,37798.772911273314
1,13,2013-01-18,37993.27798482537
1,13,2013-01-25,36045.22816906161
1,13,2013-02-01,43325.12652125745
1,13,2013-02-08,45900.20299943646
1,13,2013-02-15,41511.53695617312
1,13,2013-02-22,42163.55149718397
1,13,2013-03-01,42411.25751345664
1,13,2013-03-08,40691.90502519476
1,13,2013-03-15,40492.548550405816
1,13,2013-03-22,42558.55283411364
1,13,2013-03-29,41026.424601659164
1,13,2013-04-05,44152.81031102361
1,13,2013-04-12,39164.411455073205
1,13,2013-04-19,40625.17416226065
1,13,2013-04-26,39309.584967803006
1,13,2013-05-03,41974.09092129918
1,13,2013-05-10,39365.720997995144
1,13,2013-05-17,40217.54116746262
1,13,2013-05-24,40474.39738928704
1,13,2013-05-31,40404.66239145606
1,13,2013-06-07,41890.06963463218
1,13,2013-06-14,42000.629568944176
1,13,2013-06-21,40571.1738250772
1,13,2013-06-28,40483.72575866399
1,13,2013-07-05,45000.424889561604
1,13,2013-07-12,39770.020183086584
1,13,2013-07-19,39722.88703884742
1,13,2013-07-26,37813.038004787
1,14,2012-11-02,12645.660674820956
1,14,2012-11-09,13549.330155825242
1,14,2012-11-16,14471.19965449889
1,14,2012-11-23,31060.207000859966
1,14,2012-11-30,16102.143140005353
1,14,2012-12-07,18362.81818003224
1,14,2012-12-14,18826.846271287475
1,14,2012-12-21,28514.999279386262
1,14,2012-12-28,20055.266129925716
1,14,2013-01-04,12530.832603967006
1,14,2013-01-11,12140.511924108265
1,14,2013-01-18,11921.949812642042
1,14,2013-01-25,11818.878845786072
1,14,2013-02-01,13937.00736532027
1,14,2013-02-08,16793.1674467332
1,14,2013-02-15,17727.7387182699
1,14,2013-02-22,15310.549779926409
1,14,2013-03-01,14225.81542889122
1,14,2013-03-08,14174.686673780201
1,14,2013-03-15,12842.89420298579
1,14,2013-03-22,13443.477962840585
1,14,2013-03-29,13815.43370526716
1,14,2013-04-05,13721.487090033179
1,14,2013-04-12,12749.410605451174
1,14,2013-04-19,12806.866176351521
1,14,2013-04-26,12725.81500788086
1,14,2013-05-03,14009.106337154986
1,14,2013-05-10,13203.370621532722
1,14,2013-05-17,14260.043650204772
1,14,2013-05-24,13354.043197829553
1,14,2013-05-31,13162.594226796136
1,14,2013-06-07,12468.264128368184
1,14,2013-06-14,13547.087687040297
1,14,2013-06-21,12974.799339903308
1,14,2013-06-28,13883.64253499775
1,14,2013-07-05,16336.247454609402
1,14,2013-07-12,12864.132197595427
1,14,2013-07-19,12090.882537377169
1,14,2013-07-26,11799.889010935347
1,16,2012-11-02,9652.863623125933
1,16,2012-11-09,9651.84043690119
1,16,2012-11-16,8471.835797474221
1,16,2012-11-23,10703.874567888477
1,16,2012-11-30,9380.501896833586
1,16,2012-12-07,8800.430550614037
1,16,2012-12-14,8854.064258592916
1,16,2012-12-21,9900.944646421518
1,16,2012-12-28,7338.739819172
1,16,2013-01-04,8883.363074281728
1,16,2013-01-11,8964.628124689909
1,16,2013-01-18,9058.532930400228
1,16,2013-01-25,9240.996793143677
1,16,2013-02-01,12172.532311123574
1,16,2013-02-08,14112.890337877947
1,16,2013-02-15,12799.030951831963
1,16,2013-02-22,15008.647775973423
1,16,2013-03-01,16147.497951165435
1,16,2013-03-08,19517.900262977648
1,16,2013-03-15,14456.939706853842
1,16,2013-03-22,17270.701075914614
1,16,2013-03-29,12407.19426867885
1,16,2013-04-05,15792.006553257488
1,16,2013-04-12,14035.091157118639
1,16,2013-04-19,17450.594059607007
1,16,2013-04-26,16015.374506989334
1,16,2013-05-03,21510.54235294449
1,16,2013-05-10,18254.99155812536
1,16,2013-05-17,18906.10522224883
1,16,2013-05-24,24725.338681818976
1,16,2013-05-31,25011.522133280007
1,16,2013-06-07,20777.44325920315
1,16,2013-06-14,21798.88348093268
1,16,2013-06-21,21478.94105415488
1,16,2013-06-28,17764.269036927457
1,16,2013-07-05,23789.982898985436
1,16,2013-07-12,15546.926790615264
1,16,2013-07-19,16321.18998910055
1,16,2013-07-26,15560.89359899803
1,17,2012-11-02,7959.801472920479
1,17,2012-11-09,8003.828375455632
1,17,2012-11-16,8470.869353831677
1,17,2012-11-23,11775.24955607003
1,17,2012-11-30,8720.554899146984
1,17,2012-12-07,9481.752431285888
1,17,2012-12-14,10111.092546943792
1,17,2012-12-21,14888.635921783334
1,17,2012-12-28,8698.710953383557
1,17,2013-01-04,7585.778808423451
1,17,2013-01-11,8027.033556967694
1,17,2013-01-18,7721.595648996328
1,17,2013-01-25,7381.125607171538
1,17,2013-02-01,8314.799533213249
1,17,2013-02-08,10144.771647361176
1,17,2013-02-15,10467.089853918304
1,17,2013-02-22,8797.437337257004
1,17,2013-03-01,9011.63508335542
1,17,2013-03-08,9399.842699320445
1,17,2013-03-15,8395.413132364843
1,17,2013-03-22,8521.658477978424
1,17,2013-03-29,8557.915767385908
1,17,2013-04-05,8157.927693012483
1,17,2013-04-12,7529.986186115076
1,17,2013-04-19,8152.6313761209585
1,17,2013-04-26,7872.65563484132
1,17,2013-05-03,8230.367149771671
1,17,2013-05-10,7866.735817836518
1,17,2013-05-17,8760.623043035752
1,17,2013-05-24,7931.64321408316
1,17,2013-05-31,7464.887978765813
1,17,2013-06-07,8068.5215891591015
1,17,2013-06-14,7674.702886656568
1,17,2013-06-21,7853.822837780572
1,17,2013-06-28,8079.28820067548
1,17,2013-07-05,8326.612389915761
1,17,2013-07-12,7534.911437365918
1,17,2013-07-19,7510.263264591016
1,17,2013-07-26,7775.107972261516
1,18,2012-11-02,16390.15416158279
1,18,2012-11-09,15151.127312377925
1,18,2012-11-16,14035.64298444859
1,18,2012-11-23,26902.47786294151
1,18,2012-11-30,19468.82688096218
1,18,2012-12-07,13887.474783638265
1,18,2012-12-14,13043.889552616609
1,18,2012-12-21,13947.99755705637
1,18,2012-12-28,15696.921432594681
1,18,2013-01-04,12761.94055861707
1,18,2013-01-11,11099.619062835027
1,18,2013-01-18,13665.103736421957
1,18,2013-01-25,20673.13513835486
1,18,2013-02-01,27203.144420501303
1,18,2013-02-08,30637.97019506847
1,18,2013-02-15,25439.903037075324
1,18,2013-02-22,17047.984747540166
1,18,2013-03-01,18424.73937240002
1,18,2013-03-08,12430.072408546202
1,18,2013-03-15,12196.769039139874
1,18,2013-03-22,13236.80930728132
1,18,2013-03-29,11390.947174672441
1,18,2013-04-05,8500.98847466944
1,18,2013-04-12,14393.66374422585
1,18,2013-04-19,22572.841262515365
1,18,2013-04-26,11080.264658159896
1,18,2013-05-03,11687.598482525025
1,18,2013-05-10,11594.192537864048
1,18,2013-05-17,11657.924592300904
1,18,2013-05-24,14810.509426950146
1,18,2013-06-07,10368.76077386593
1,18,2013-07-05,18048.683745579816
1,19,2012-11-02,1494.2148257971899
1,19,2012-11-09,1584.1948413029859
1,19,2012-11-16,1372.6238838744998
1,19,2012-11-23,1767.8859037195439
1,19,2012-11-30,1584.5698471764194
1,19,2012-12-07,1763.397600236152
1,19,2012-12-14,1650.5919455134158
1,19,2012-12-21,1855.5565385014493
1,19,2012-12-28,960.4185278444718
1,19,2013-01-04,1100.7769059507473
1,19,2013-01-11,1154.0692070107739
1,19,2013-01-18,1249.653634398711
1,19,2013-01-25,1278.2100703400693
1,19,2013-02-01,1646.160719865356
1,19,2013-02-08,2024.6682020187247
1,19,2013-02-15,1871.077431814278
1,19,2013-02-22,1644.587295781186
1,19,2013-03-01,1480.5965147948841
1,19,2013-03-08,1613.432881662421
1,19,2013-03-15,1589.6870977698277
1,19,2013-03-22,1806.335670920726
1,19,2013-03-29,1646.9905982448263
1,19,2013-04-05,1436.167525903847
1,19,2013-04-12,1412.9861196140214
1,19,2013-04-19,1561.3093430287154
1,19,2013-04-26,1368.8298040887612
1,19,2013-05-03,1502.216755439772
1,19,2013-05-10,1643.5169751725493
1,19,2013-05-17,1852.8924360817964
1,19,2013-05-24,1582.4654342975118
1,19,2013-05-31,1561.0600129527302
1,19,2013-06-07,1484.1671522017743
1,19,2013-06-14,1656.7767249684534
1,19,2013-06-21,1595.9662261038675
1,19,2013-06-28,1532.6884288119327
1,19,2013-07-05,1729.863971460157
1,19,2013-07-12,1337.391273576036
1,19,2013-07-19,1373.3464004421926
1,19,2013-07-26,1318.4193635593474
1,20,2012-11-02,3111.3567531595463
1,20,2012-11-09,3148.262474385648
1,20,2012-11-16,2740.87914174223
1,20,2012-11-23,4402.839750691419
1,20,2012-11-30,3159.7153911013575
1,20,2012-12-07,3069.6204469209697
1,20,2012-12-14,3390.4578290300688
1,20,2012-12-21,4233.453916772716
1,20,2012-12-28,2922.785764676083
1,20,2013-01-04,2728.299002030407
1,20,2013-01-11,3249.757099591567
1,20,2013-01-18,3034.7619183831557
1,20,2013-01-25,2881.718294223889
1,20,2013-02-01,3523.7223270825557
1,20,2013-02-08,4775.650112196431
1,20,2013-02-15,4413.109311388485
1,20,2013-02-22,3767.16436583458
1,20,2013-03-01,3793.872558774264
1,20,2013-03-08,4598.228529213663
1,20,2013-03-15,3721.5598571107244
1,20,2013-03-22,3694.031468491938
1,20,2013-03-29,3915.550263854272
1,20,2013-04-05,3264.423485543889
1,20,2013-04-12,3064.3387426014424
1,20,2013-04-19,3444.7199917281255
1,20,2013-04-26,3472.8436887551807
1,20,2013-05-03,3550.527430891625
1,20,2013-05-10,3506.3143411074316
1,20,2013-05-17,3969.551111733159
1,20,2013-05-24,3720.686948136939
1,20,2013-05-31,3409.627081082963
1,20,2013-06-07,3550.367306076742
1,20,2013-06-14,3482.0666905426124
1,20,2013-06-21,3750.9527465755395
1,20,2013-06-28,3666.4485116842834
1,20,2013-07-05,4146.464953459663
1,20,2013-07-12,3063.6067784082907
